CFU	group	mouse	day	abx	dose	delayed	cdiff	preAbx	recovDays
104-1D0	NA	104	1	0	cef	0.3	FALSE	TRUE	FALSE	NA
104-1D1	3500000	104	1	1	cef	0.3	FALSE	TRUE	FALSE	NA
104-1D10	2030000	104	1	10	cef	0.3	FALSE	TRUE	FALSE	NA
104-1D2	8.4e+07	104	1	2	cef	0.3	FALSE	TRUE	FALSE	NA
104-1D3	7.6e+07	104	1	3	cef	0.3	FALSE	TRUE	FALSE	NA
104-1D4	1.04e+08	104	1	4	cef	0.3	FALSE	TRUE	FALSE	NA
104-1D5	1.9e+07	104	1	5	cef	0.3	FALSE	TRUE	FALSE	NA
104-1D6	1500000	104	1	6	cef	0.3	FALSE	TRUE	FALSE	NA
104-1D7	7500000	104	1	7	cef	0.3	FALSE	TRUE	FALSE	NA
104-1D8	10600000	104	1	8	cef	0.3	FALSE	TRUE	FALSE	NA
104-1D9	1e+05	104	1	9	cef	0.3	FALSE	TRUE	FALSE	NA
104-2D-1	NA	104	2	-1	cef	0.3	FALSE	TRUE	FALSE	NA
104-2D-6	0	104	2	-6	cef	0.3	FALSE	TRUE	TRUE	NA
104-2D0	NA	104	2	0	cef	0.3	FALSE	TRUE	FALSE	NA
104-2D1	19100000	104	2	1	cef	0.3	FALSE	TRUE	FALSE	NA
104-2D10	12300000	104	2	10	cef	0.3	FALSE	TRUE	FALSE	NA
104-2D2	5.6e+07	104	2	2	cef	0.3	FALSE	TRUE	FALSE	NA
104-2D3	1.01e+08	104	2	3	cef	0.3	FALSE	TRUE	FALSE	NA
104-2D4	4.5e+07	104	2	4	cef	0.3	FALSE	TRUE	FALSE	NA
104-2D5	2.2e+07	104	2	5	cef	0.3	FALSE	TRUE	FALSE	NA
104-2D6	9400000	104	2	6	cef	0.3	FALSE	TRUE	FALSE	NA
104-2D7	15600000	104	2	7	cef	0.3	FALSE	TRUE	FALSE	NA
104-2D8	15500000	104	2	8	cef	0.3	FALSE	TRUE	FALSE	NA
104-2D9	1.1e+07	104	2	9	cef	0.3	FALSE	TRUE	FALSE	NA
105-1D-1	NA	105	1	-1	cef	0.3	FALSE	TRUE	FALSE	NA
105-1D-6	0	105	1	-6	cef	0.3	FALSE	TRUE	TRUE	NA
105-1D0	NA	105	1	0	cef	0.3	FALSE	TRUE	FALSE	NA
105-1D1	13200000	105	1	1	cef	0.3	FALSE	TRUE	FALSE	NA
105-1D10	540000	105	1	10	cef	0.3	FALSE	TRUE	FALSE	NA
105-1D2	5.2e+07	105	1	2	cef	0.3	FALSE	TRUE	FALSE	NA
105-1D3	1.54e+08	105	1	3	cef	0.3	FALSE	TRUE	FALSE	NA
105-1D4	8600000	105	1	4	cef	0.3	FALSE	TRUE	FALSE	NA
105-1D5	11700000	105	1	5	cef	0.3	FALSE	TRUE	FALSE	NA
105-1D6	4600000	105	1	6	cef	0.3	FALSE	TRUE	FALSE	NA
105-1D8	8900000	105	1	8	cef	0.3	FALSE	TRUE	FALSE	NA
105-1D9	1400000	105	1	9	cef	0.3	FALSE	TRUE	FALSE	NA
105-2D-6	0	105	2	-6	cef	0.3	FALSE	TRUE	TRUE	NA
105-2D0	NA	105	2	0	cef	0.3	FALSE	TRUE	FALSE	NA
105-2D1	2e+07	105	2	1	cef	0.3	FALSE	TRUE	FALSE	NA
105-2D10	850000	105	2	10	cef	0.3	FALSE	TRUE	FALSE	NA
105-2D2	4.8e+07	105	2	2	cef	0.3	FALSE	TRUE	FALSE	NA
105-2D3	5.5e+07	105	2	3	cef	0.3	FALSE	TRUE	FALSE	NA
105-2D4	3.8e+07	105	2	4	cef	0.3	FALSE	TRUE	FALSE	NA
105-2D5	1.32e+08	105	2	5	cef	0.3	FALSE	TRUE	FALSE	NA
105-2D6	1300000	105	2	6	cef	0.3	FALSE	TRUE	FALSE	NA
105-2D7	1400000	105	2	7	cef	0.3	FALSE	TRUE	FALSE	NA
105-2D8	5400000	105	2	8	cef	0.3	FALSE	TRUE	FALSE	NA
105-2D9	2900000	105	2	9	cef	0.3	FALSE	TRUE	FALSE	NA
106-1D-6	0	106	1	-6	amp	0.5	FALSE	TRUE	TRUE	NA
106-1D0	NA	106	1	0	amp	0.5	FALSE	TRUE	FALSE	NA
106-1D1	23400000	106	1	1	amp	0.5	FALSE	TRUE	FALSE	NA
106-1D10	4.6e+07	106	1	10	amp	0.5	FALSE	TRUE	FALSE	NA
106-1D3	8e+07	106	1	3	amp	0.5	FALSE	TRUE	FALSE	NA
106-1D4	8.3e+07	106	1	4	amp	0.5	FALSE	TRUE	FALSE	NA
106-1D5	4.1e+07	106	1	5	amp	0.5	FALSE	TRUE	FALSE	NA
106-1D6	21100000	106	1	6	amp	0.5	FALSE	TRUE	FALSE	NA
106-1D7	1.8e+07	106	1	7	amp	0.5	FALSE	TRUE	FALSE	NA
106-1D8	9500000	106	1	8	amp	0.5	FALSE	TRUE	FALSE	NA
106-1D9	15700000	106	1	9	amp	0.5	FALSE	TRUE	FALSE	NA
106-1D2	1.42e+08	106	1	2	amp	0.5	FALSE	TRUE	FALSE	NA
107-1D-1	NA	107	1	-1	metro	1	TRUE	TRUE	FALSE	5
107-1D-11	0	107	1	-11	metro	1	TRUE	TRUE	TRUE	NA
107-1D-2	NA	107	1	-2	metro	1	TRUE	TRUE	FALSE	4
107-1D-3	NA	107	1	-3	metro	1	TRUE	TRUE	FALSE	3
107-1D-4	NA	107	1	-4	metro	1	TRUE	TRUE	FALSE	2
107-1D-5	NA	107	1	-5	metro	1	TRUE	TRUE	FALSE	1
107-1D0	NA	107	1	0	metro	1	TRUE	TRUE	FALSE	NA
107-1D1	0	107	1	1	metro	1	TRUE	TRUE	FALSE	NA
107-1D10	4900	107	1	10	metro	1	TRUE	TRUE	FALSE	NA
107-1D2	0	107	1	2	metro	1	TRUE	TRUE	FALSE	NA
107-1D3	0	107	1	3	metro	1	TRUE	TRUE	FALSE	NA
107-1D4	0	107	1	4	metro	1	TRUE	TRUE	FALSE	NA
107-1D5	0	107	1	5	metro	1	TRUE	TRUE	FALSE	NA
107-1D6	0	107	1	6	metro	1	TRUE	TRUE	FALSE	NA
107-1D7	200	107	1	7	metro	1	TRUE	TRUE	FALSE	NA
107-1D8	1200	107	1	8	metro	1	TRUE	TRUE	FALSE	NA
107-1D9	800	107	1	9	metro	1	TRUE	TRUE	FALSE	NA
107-3D-1	NA	107	3	-1	metro	1	TRUE	TRUE	FALSE	5
107-3D-11	0	107	3	-11	metro	1	TRUE	TRUE	TRUE	NA
107-3D-2	NA	107	3	-2	metro	1	TRUE	TRUE	FALSE	4
107-3D-3	NA	107	3	-3	metro	1	TRUE	TRUE	FALSE	3
107-3D-4	NA	107	3	-4	metro	1	TRUE	TRUE	FALSE	2
107-3D-5	NA	107	3	-5	metro	1	TRUE	TRUE	FALSE	1
107-3D0	NA	107	3	0	metro	1	TRUE	TRUE	FALSE	NA
107-3D1	300	107	3	1	metro	1	TRUE	TRUE	FALSE	NA
107-3D10	233000	107	3	10	metro	1	TRUE	TRUE	FALSE	NA
107-3D2	0	107	3	2	metro	1	TRUE	TRUE	FALSE	NA
107-3D3	0	107	3	3	metro	1	TRUE	TRUE	FALSE	NA
107-3D4	11700	107	3	4	metro	1	TRUE	TRUE	FALSE	NA
107-3D5	8100	107	3	5	metro	1	TRUE	TRUE	FALSE	NA
107-3D6	16100	107	3	6	metro	1	TRUE	TRUE	FALSE	NA
107-3D7	38600	107	3	7	metro	1	TRUE	TRUE	FALSE	NA
107-3D8	185000	107	3	8	metro	1	TRUE	TRUE	FALSE	NA
107-3D9	181000	107	3	9	metro	1	TRUE	TRUE	FALSE	NA
108-1D-1	NA	108	1	-1	metro	1	TRUE	TRUE	FALSE	5
108-1D-11	0	108	1	-11	metro	1	TRUE	TRUE	TRUE	NA
108-1D-2	NA	108	1	-2	metro	1	TRUE	TRUE	FALSE	4
108-1D-3	NA	108	1	-3	metro	1	TRUE	TRUE	FALSE	3
108-1D-4	NA	108	1	-4	metro	1	TRUE	TRUE	FALSE	2
108-1D-5	NA	108	1	-5	metro	1	TRUE	TRUE	FALSE	1
108-1D0	NA	108	1	0	metro	1	TRUE	TRUE	FALSE	NA
108-1D1	100	108	1	1	metro	1	TRUE	TRUE	FALSE	NA
108-1D10	71000	108	1	10	metro	1	TRUE	TRUE	FALSE	NA
108-1D2	2080000	108	1	2	metro	1	TRUE	TRUE	FALSE	NA
108-1D3	5e+05	108	1	3	metro	1	TRUE	TRUE	FALSE	NA
108-1D4	1570000	108	1	4	metro	1	TRUE	TRUE	FALSE	NA
108-1D5	810000	108	1	5	metro	1	TRUE	TRUE	FALSE	NA
108-1D6	260000	108	1	6	metro	1	TRUE	TRUE	FALSE	NA
108-1D7	127000	108	1	7	metro	1	TRUE	TRUE	FALSE	NA
108-1D8	94000	108	1	8	metro	1	TRUE	TRUE	FALSE	NA
108-1D9	39000	108	1	9	metro	1	TRUE	TRUE	FALSE	NA
108-2D-11	0	108	2	-11	metro	1	TRUE	TRUE	TRUE	NA
108-2D-1	NA	108	2	-1	metro	1	TRUE	TRUE	FALSE	5
108-2D-2	NA	108	2	-2	metro	1	TRUE	TRUE	FALSE	4
108-2D-3	NA	108	2	-3	metro	1	TRUE	TRUE	FALSE	3
108-2D-4	NA	108	2	-4	metro	1	TRUE	TRUE	FALSE	2
108-2D-5	NA	108	2	-5	metro	1	TRUE	TRUE	FALSE	1
108-2D0	NA	108	2	0	metro	1	TRUE	TRUE	FALSE	NA
108-2D1	0	108	2	1	metro	1	TRUE	TRUE	FALSE	NA
108-2D10	222000	108	2	10	metro	1	TRUE	TRUE	FALSE	NA
108-2D2	6000	108	2	2	metro	1	TRUE	TRUE	FALSE	NA
108-2D3	104000	108	2	3	metro	1	TRUE	TRUE	FALSE	NA
108-2D4	101000	108	2	4	metro	1	TRUE	TRUE	FALSE	NA
108-2D5	130000	108	2	5	metro	1	TRUE	TRUE	FALSE	NA
108-2D6	59000	108	2	6	metro	1	TRUE	TRUE	FALSE	NA
108-2D7	46000	108	2	7	metro	1	TRUE	TRUE	FALSE	NA
108-2D8	66000	108	2	8	metro	1	TRUE	TRUE	FALSE	NA
108-2D9	123000	108	2	9	metro	1	TRUE	TRUE	FALSE	NA
109-1D-1	NA	109	1	-1	amp	0.5	TRUE	TRUE	FALSE	5
109-1D-11	0	109	1	-11	amp	0.5	TRUE	TRUE	TRUE	NA
109-1D-2	NA	109	1	-2	amp	0.5	TRUE	TRUE	FALSE	4
109-1D-3	NA	109	1	-3	amp	0.5	TRUE	TRUE	FALSE	3
109-1D-4	NA	109	1	-4	amp	0.5	TRUE	TRUE	FALSE	2
109-1D-5	NA	109	1	-5	amp	0.5	TRUE	TRUE	FALSE	1
109-1D0	NA	109	1	0	amp	0.5	TRUE	TRUE	FALSE	NA
109-1D1	300	109	1	1	amp	0.5	TRUE	TRUE	FALSE	NA
109-1D10	7400	109	1	10	amp	0.5	TRUE	TRUE	FALSE	NA
109-1D2	30000	109	1	2	amp	0.5	TRUE	TRUE	FALSE	NA
109-1D3	89000	109	1	3	amp	0.5	TRUE	TRUE	FALSE	NA
109-1D4	40000	109	1	4	amp	0.5	TRUE	TRUE	FALSE	NA
109-1D5	20000	109	1	5	amp	0.5	TRUE	TRUE	FALSE	NA
109-1D6	1300	109	1	6	amp	0.5	TRUE	TRUE	FALSE	NA
109-1D7	1100	109	1	7	amp	0.5	TRUE	TRUE	FALSE	NA
109-1D8	2100	109	1	8	amp	0.5	TRUE	TRUE	FALSE	NA
109-1D9	20600	109	1	9	amp	0.5	TRUE	TRUE	FALSE	NA
109-2D-1	NA	109	2	-1	amp	0.5	TRUE	TRUE	FALSE	5
109-2D-11	0	109	2	-11	amp	0.5	TRUE	TRUE	TRUE	NA
109-2D-2	NA	109	2	-2	amp	0.5	TRUE	TRUE	FALSE	4
109-2D-3	NA	109	2	-3	amp	0.5	TRUE	TRUE	FALSE	3
109-2D-4	NA	109	2	-4	amp	0.5	TRUE	TRUE	FALSE	2
109-2D-5	NA	109	2	-5	amp	0.5	TRUE	TRUE	FALSE	1
109-2D0	NA	109	2	0	amp	0.5	TRUE	TRUE	FALSE	NA
109-2D1	1100	109	2	1	amp	0.5	TRUE	TRUE	FALSE	NA
109-2D10	2400	109	2	10	amp	0.5	TRUE	TRUE	FALSE	NA
109-2D2	2080000	109	2	2	amp	0.5	TRUE	TRUE	FALSE	NA
109-2D3	2200000	109	2	3	amp	0.5	TRUE	TRUE	FALSE	NA
109-2D4	690000	109	2	4	amp	0.5	TRUE	TRUE	FALSE	NA
109-2D5	360000	109	2	5	amp	0.5	TRUE	TRUE	FALSE	NA
109-2D6	323000	109	2	6	amp	0.5	TRUE	TRUE	FALSE	NA
109-2D7	29000	109	2	7	amp	0.5	TRUE	TRUE	FALSE	NA
109-2D8	3900	109	2	8	amp	0.5	TRUE	TRUE	FALSE	NA
109-2D9	2700	109	2	9	amp	0.5	TRUE	TRUE	FALSE	NA
109-3D-1	NA	109	3	-1	amp	0.5	TRUE	TRUE	FALSE	5
109-3D-2	NA	109	3	-2	amp	0.5	TRUE	TRUE	FALSE	4
109-3D-3	NA	109	3	-3	amp	0.5	TRUE	TRUE	FALSE	3
109-3D-4	NA	109	3	-4	amp	0.5	TRUE	TRUE	FALSE	2
109-3D-5	NA	109	3	-5	amp	0.5	TRUE	TRUE	FALSE	1
109-3D-11	0	109	3	-11	amp	0.5	TRUE	TRUE	TRUE	NA
109-3D0	NA	109	3	0	amp	0.5	TRUE	TRUE	FALSE	NA
109-3D1	500	109	3	1	amp	0.5	TRUE	TRUE	FALSE	NA
109-3D10	8700	109	3	10	amp	0.5	TRUE	TRUE	FALSE	NA
109-3D2	114000	109	3	2	amp	0.5	TRUE	TRUE	FALSE	NA
109-3D3	90000	109	3	3	amp	0.5	TRUE	TRUE	FALSE	NA
109-3D4	183000	109	3	4	amp	0.5	TRUE	TRUE	FALSE	NA
109-3D5	222000	109	3	5	amp	0.5	TRUE	TRUE	FALSE	NA
109-3D6	11000	109	3	6	amp	0.5	TRUE	TRUE	FALSE	NA
109-3D7	8300	109	3	7	amp	0.5	TRUE	TRUE	FALSE	NA
109-3D8	14200	109	3	8	amp	0.5	TRUE	TRUE	FALSE	NA
109-3D9	1000	109	3	9	amp	0.5	TRUE	TRUE	FALSE	NA
109-4D-1	NA	109	4	-1	amp	0.5	TRUE	TRUE	FALSE	5
109-4D-2	NA	109	4	-2	amp	0.5	TRUE	TRUE	FALSE	4
109-4D-3	NA	109	4	-3	amp	0.5	TRUE	TRUE	FALSE	3
109-4D-4	NA	109	4	-4	amp	0.5	TRUE	TRUE	FALSE	2
109-4D-5	NA	109	4	-5	amp	0.5	TRUE	TRUE	FALSE	1
109-4D-11	0	109	4	-11	amp	0.5	TRUE	TRUE	TRUE	NA
109-4D0	NA	109	4	0	amp	0.5	TRUE	TRUE	FALSE	NA
109-4D1	4000	109	4	1	amp	0.5	TRUE	TRUE	FALSE	NA
109-4D10	16600	109	4	10	amp	0.5	TRUE	TRUE	FALSE	NA
109-4D2	2880000	109	4	2	amp	0.5	TRUE	TRUE	FALSE	NA
109-4D3	5900000	109	4	3	amp	0.5	TRUE	TRUE	FALSE	NA
109-4D4	8e+05	109	4	4	amp	0.5	TRUE	TRUE	FALSE	NA
109-4D5	160000	109	4	5	amp	0.5	TRUE	TRUE	FALSE	NA
109-4D6	19000	109	4	6	amp	0.5	TRUE	TRUE	FALSE	NA
109-4D7	12600	109	4	7	amp	0.5	TRUE	TRUE	FALSE	NA
109-4D8	26500	109	4	8	amp	0.5	TRUE	TRUE	FALSE	NA
109-4D9	7000	109	4	9	amp	0.5	TRUE	TRUE	FALSE	NA
109-5D-1	NA	109	5	-1	amp	0.5	TRUE	TRUE	FALSE	5
109-5D-11	0	109	5	-11	amp	0.5	TRUE	TRUE	TRUE	NA
109-5D-2	NA	109	5	-2	amp	0.5	TRUE	TRUE	FALSE	4
109-5D-3	NA	109	5	-3	amp	0.5	TRUE	TRUE	FALSE	3
109-5D-4	NA	109	5	-4	amp	0.5	TRUE	TRUE	FALSE	2
109-5D-5	NA	109	5	-5	amp	0.5	TRUE	TRUE	FALSE	1
109-5D0	NA	109	5	0	amp	0.5	TRUE	TRUE	FALSE	NA
109-5D1	1540000	109	5	1	amp	0.5	TRUE	TRUE	FALSE	NA
109-5D10	2900	109	5	10	amp	0.5	TRUE	TRUE	FALSE	NA
109-5D2	22900000	109	5	2	amp	0.5	TRUE	TRUE	FALSE	NA
109-5D3	8400000	109	5	3	amp	0.5	TRUE	TRUE	FALSE	NA
109-5D4	2900000	109	5	4	amp	0.5	TRUE	TRUE	FALSE	NA
109-5D5	6e+05	109	5	5	amp	0.5	TRUE	TRUE	FALSE	NA
109-5D6	110000	109	5	6	amp	0.5	TRUE	TRUE	FALSE	NA
109-5D7	20000	109	5	7	amp	0.5	TRUE	TRUE	FALSE	NA
109-5D8	9600	109	5	8	amp	0.5	TRUE	TRUE	FALSE	NA
109-5D9	14400	109	5	9	amp	0.5	TRUE	TRUE	FALSE	NA
111-1D-11	0	111	1	-11	amp	0.5	TRUE	TRUE	TRUE	NA
111-1D-3	NA	111	1	-3	amp	0.5	TRUE	TRUE	FALSE	3
111-1D-4	NA	111	1	-4	amp	0.5	TRUE	TRUE	FALSE	2
111-1D0	NA	111	1	0	amp	0.5	TRUE	TRUE	FALSE	NA
111-1D1	18600	111	1	1	amp	0.5	TRUE	TRUE	FALSE	NA
111-1D10	1e+05	111	1	10	amp	0.5	TRUE	TRUE	FALSE	NA
111-1D2	5e+06	111	1	2	amp	0.5	TRUE	TRUE	FALSE	NA
111-1D3	5e+06	111	1	3	amp	0.5	TRUE	TRUE	FALSE	NA
111-1D4	650000	111	1	4	amp	0.5	TRUE	TRUE	FALSE	NA
111-1D5	1520000	111	1	5	amp	0.5	TRUE	TRUE	FALSE	NA
111-1D6	1790000	111	1	6	amp	0.5	TRUE	TRUE	FALSE	NA
111-1D7	1300000	111	1	7	amp	0.5	TRUE	TRUE	FALSE	NA
111-1D8	1420000	111	1	8	amp	0.5	TRUE	TRUE	FALSE	NA
111-1D9	1390000	111	1	9	amp	0.5	TRUE	TRUE	FALSE	NA
111-2D-11	0	111	2	-11	amp	0.5	TRUE	TRUE	TRUE	NA
111-2D-2	NA	111	2	-2	amp	0.5	TRUE	TRUE	FALSE	4
111-2D-3	NA	111	2	-3	amp	0.5	TRUE	TRUE	FALSE	3
111-2D-4	NA	111	2	-4	amp	0.5	TRUE	TRUE	FALSE	2
111-2D1	600	111	2	1	amp	0.5	TRUE	TRUE	FALSE	NA
111-2D10	1050000	111	2	10	amp	0.5	TRUE	TRUE	FALSE	NA
111-2D2	7500000	111	2	2	amp	0.5	TRUE	TRUE	FALSE	NA
111-2D3	3700000	111	2	3	amp	0.5	TRUE	TRUE	FALSE	NA
111-2D4	810000	111	2	4	amp	0.5	TRUE	TRUE	FALSE	NA
111-2D5	1510000	111	2	5	amp	0.5	TRUE	TRUE	FALSE	NA
111-2D6	1930000	111	2	6	amp	0.5	TRUE	TRUE	FALSE	NA
111-2D7	1690000	111	2	7	amp	0.5	TRUE	TRUE	FALSE	NA
111-2D8	1080000	111	2	8	amp	0.5	TRUE	TRUE	FALSE	NA
111-2D9	1480000	111	2	9	amp	0.5	TRUE	TRUE	FALSE	NA
111-3D-1	NA	111	3	-1	amp	0.5	TRUE	TRUE	FALSE	5
111-3D-11	0	111	3	-11	amp	0.5	TRUE	TRUE	TRUE	NA
111-3D-2	NA	111	3	-2	amp	0.5	TRUE	TRUE	FALSE	4
111-3D-3	NA	111	3	-3	amp	0.5	TRUE	TRUE	FALSE	3
111-3D-4	NA	111	3	-4	amp	0.5	TRUE	TRUE	FALSE	2
111-3D-5	NA	111	3	-5	amp	0.5	TRUE	TRUE	FALSE	1
111-3D0	NA	111	3	0	amp	0.5	TRUE	TRUE	FALSE	NA
111-3D1	2400	111	3	1	amp	0.5	TRUE	TRUE	FALSE	NA
111-3D10	340000	111	3	10	amp	0.5	TRUE	TRUE	FALSE	NA
111-3D2	7300000	111	3	2	amp	0.5	TRUE	TRUE	FALSE	NA
111-3D3	11800000	111	3	3	amp	0.5	TRUE	TRUE	FALSE	NA
111-3D4	NA	111	3	4	amp	0.5	TRUE	TRUE	FALSE	NA
111-3D5	1340000	111	3	5	amp	0.5	TRUE	TRUE	FALSE	NA
111-3D6	233000	111	3	6	amp	0.5	TRUE	TRUE	FALSE	NA
111-3D7	1260000	111	3	7	amp	0.5	TRUE	TRUE	FALSE	NA
111-3D8	2380000	111	3	8	amp	0.5	TRUE	TRUE	FALSE	NA
111-3D9	910000	111	3	9	amp	0.5	TRUE	TRUE	FALSE	NA
111-4D-1	NA	111	4	-1	amp	0.5	TRUE	TRUE	FALSE	5
111-4D-11	0	111	4	-11	amp	0.5	TRUE	TRUE	TRUE	NA
111-4D-2	NA	111	4	-2	amp	0.5	TRUE	TRUE	FALSE	4
111-4D-3	NA	111	4	-3	amp	0.5	TRUE	TRUE	FALSE	3
111-4D-4	NA	111	4	-4	amp	0.5	TRUE	TRUE	FALSE	2
111-4D-5	NA	111	4	-5	amp	0.5	TRUE	TRUE	FALSE	1
111-4D0	NA	111	4	0	amp	0.5	TRUE	TRUE	FALSE	NA
111-4D1	14500	111	4	1	amp	0.5	TRUE	TRUE	FALSE	NA
111-4D10	920000	111	4	10	amp	0.5	TRUE	TRUE	FALSE	NA
111-4D2	6e+06	111	4	2	amp	0.5	TRUE	TRUE	FALSE	NA
111-4D3	5600000	111	4	3	amp	0.5	TRUE	TRUE	FALSE	NA
111-4D4	360000	111	4	4	amp	0.5	TRUE	TRUE	FALSE	NA
111-4D5	1230000	111	4	5	amp	0.5	TRUE	TRUE	FALSE	NA
111-4D6	1240000	111	4	6	amp	0.5	TRUE	TRUE	FALSE	NA
111-4D7	980000	111	4	7	amp	0.5	TRUE	TRUE	FALSE	NA
111-4D8	1120000	111	4	8	amp	0.5	TRUE	TRUE	FALSE	NA
111-4D9	560000	111	4	9	amp	0.5	TRUE	TRUE	FALSE	NA
116-1D-11	0	116	1	-11	metro	1	TRUE	TRUE	TRUE	NA
116-1D-2	NA	116	1	-2	metro	1	TRUE	TRUE	FALSE	4
116-1D-3	NA	116	1	-3	metro	1	TRUE	TRUE	FALSE	3
116-1D-5	NA	116	1	-5	metro	1	TRUE	TRUE	FALSE	1
116-1D0	NA	116	1	0	metro	1	TRUE	TRUE	FALSE	NA
116-1D1	0	116	1	1	metro	1	TRUE	TRUE	FALSE	NA
116-1D10	0	116	1	10	metro	1	TRUE	TRUE	FALSE	NA
116-1D2	0	116	1	2	metro	1	TRUE	TRUE	FALSE	NA
116-1D3	0	116	1	3	metro	1	TRUE	TRUE	FALSE	NA
116-1D4	0	116	1	4	metro	1	TRUE	TRUE	FALSE	NA
116-1D5	0	116	1	5	metro	1	TRUE	TRUE	FALSE	NA
116-1D6	0	116	1	6	metro	1	TRUE	TRUE	FALSE	NA
116-1D7	0	116	1	7	metro	1	TRUE	TRUE	FALSE	NA
116-1D8	0	116	1	8	metro	1	TRUE	TRUE	FALSE	NA
116-1D9	0	116	1	9	metro	1	TRUE	TRUE	FALSE	NA
116-2D-11	0	116	2	-11	metro	1	TRUE	TRUE	TRUE	NA
116-2D-2	NA	116	2	-2	metro	1	TRUE	TRUE	FALSE	4
116-2D-3	NA	116	2	-3	metro	1	TRUE	TRUE	FALSE	3
116-2D-5	NA	116	2	-5	metro	1	TRUE	TRUE	FALSE	1
116-2D0	NA	116	2	0	metro	1	TRUE	TRUE	FALSE	NA
116-2D1	0	116	2	1	metro	1	TRUE	TRUE	FALSE	NA
116-2D10	0	116	2	10	metro	1	TRUE	TRUE	FALSE	NA
116-2D2	200	116	2	2	metro	1	TRUE	TRUE	FALSE	NA
116-2D3	0	116	2	3	metro	1	TRUE	TRUE	FALSE	NA
116-2D4	0	116	2	4	metro	1	TRUE	TRUE	FALSE	NA
116-2D5	1600	116	2	5	metro	1	TRUE	TRUE	FALSE	NA
116-2D6	0	116	2	6	metro	1	TRUE	TRUE	FALSE	NA
116-2D7	0	116	2	7	metro	1	TRUE	TRUE	FALSE	NA
116-2D8	0	116	2	8	metro	1	TRUE	TRUE	FALSE	NA
116-2D9	0	116	2	9	metro	1	TRUE	TRUE	FALSE	NA
116-3D-11	0	116	3	-11	metro	1	TRUE	TRUE	TRUE	NA
116-3D-2	NA	116	3	-2	metro	1	TRUE	TRUE	FALSE	4
116-3D-3	NA	116	3	-3	metro	1	TRUE	TRUE	FALSE	3
116-3D-5	NA	116	3	-5	metro	1	TRUE	TRUE	FALSE	1
116-3D0	NA	116	3	0	metro	1	TRUE	TRUE	FALSE	NA
116-3D1	200	116	3	1	metro	1	TRUE	TRUE	FALSE	NA
116-3D10	0	116	3	10	metro	1	TRUE	TRUE	FALSE	NA
116-3D2	0	116	3	2	metro	1	TRUE	TRUE	FALSE	NA
116-3D3	0	116	3	3	metro	1	TRUE	TRUE	FALSE	NA
116-3D4	100	116	3	4	metro	1	TRUE	TRUE	FALSE	NA
116-3D5	0	116	3	5	metro	1	TRUE	TRUE	FALSE	NA
116-3D6	0	116	3	6	metro	1	TRUE	TRUE	FALSE	NA
116-3D7	0	116	3	7	metro	1	TRUE	TRUE	FALSE	NA
116-3D8	0	116	3	8	metro	1	TRUE	TRUE	FALSE	NA
116-3D9	0	116	3	9	metro	1	TRUE	TRUE	FALSE	NA
116-4D-11	0	116	4	-11	metro	1	TRUE	TRUE	TRUE	NA
116-4D-2	NA	116	4	-2	metro	1	TRUE	TRUE	FALSE	4
116-4D-3	NA	116	4	-3	metro	1	TRUE	TRUE	FALSE	3
116-4D-4	NA	116	4	-4	metro	1	TRUE	TRUE	FALSE	2
116-4D-5	NA	116	4	-5	metro	1	TRUE	TRUE	FALSE	1
116-4D0	NA	116	4	0	metro	1	TRUE	TRUE	FALSE	NA
116-4D1	4600	116	4	1	metro	1	TRUE	TRUE	FALSE	NA
116-4D10	0	116	4	10	metro	1	TRUE	TRUE	FALSE	NA
116-4D2	15400	116	4	2	metro	1	TRUE	TRUE	FALSE	NA
116-4D3	12400	116	4	3	metro	1	TRUE	TRUE	FALSE	NA
116-4D4	69000	116	4	4	metro	1	TRUE	TRUE	FALSE	NA
116-4D5	0	116	4	5	metro	1	TRUE	TRUE	FALSE	NA
116-4D6	1300	116	4	6	metro	1	TRUE	TRUE	FALSE	NA
116-4D7	100	116	4	7	metro	1	TRUE	TRUE	FALSE	NA
116-4D8	0	116	4	8	metro	1	TRUE	TRUE	FALSE	NA
116-4D9	0	116	4	9	metro	1	TRUE	TRUE	FALSE	NA
116-5D-11	0	116	5	-11	metro	1	TRUE	TRUE	TRUE	NA
116-5D-2	NA	116	5	-2	metro	1	TRUE	TRUE	FALSE	4
116-5D-3	NA	116	5	-3	metro	1	TRUE	TRUE	FALSE	3
116-5D-4	NA	116	5	-4	metro	1	TRUE	TRUE	FALSE	2
116-5D-5	NA	116	5	-5	metro	1	TRUE	TRUE	FALSE	1
116-5D0	NA	116	5	0	metro	1	TRUE	TRUE	FALSE	NA
116-5D1	1100	116	5	1	metro	1	TRUE	TRUE	FALSE	NA
116-5D10	0	116	5	10	metro	1	TRUE	TRUE	FALSE	NA
116-5D2	2000	116	5	2	metro	1	TRUE	TRUE	FALSE	NA
116-5D3	1000	116	5	3	metro	1	TRUE	TRUE	FALSE	NA
116-5D4	200	116	5	4	metro	1	TRUE	TRUE	FALSE	NA
116-5D5	0	116	5	5	metro	1	TRUE	TRUE	FALSE	NA
116-5D6	0	116	5	6	metro	1	TRUE	TRUE	FALSE	NA
116-5D7	0	116	5	7	metro	1	TRUE	TRUE	FALSE	NA
116-5D8	0	116	5	8	metro	1	TRUE	TRUE	FALSE	NA
