sample	CFU	group	mouse	day	abx	dose	time	Cdiff	preABX	recovDays
015-3D1	0	15	3	1	cipro	10mg/kg	on-time	630dE	other	no
015-3D10	0	15	3	10	cipro	10mg/kg	on-time	630dE	other	no
015-3D2	0	15	3	2	cipro	10mg/kg	on-time	630dE	other	no
015-3D3	0	15	3	3	cipro	10mg/kg	on-time	630dE	other	no
015-3D4	0	15	3	4	cipro	10mg/kg	on-time	630dE	other	no
015-3D5	0	15	3	5	cipro	10mg/kg	on-time	630dE	other	no
015-3D6	0	15	3	6	cipro	10mg/kg	on-time	630dE	other	no
015-3D7	0	15	3	7	cipro	10mg/kg	on-time	630dE	other	no
015-3D8	0	15	3	8	cipro	10mg/kg	on-time	630dE	other	no
015-3D9	0	15	3	9	cipro	10mg/kg	on-time	630dE	other	no
017-1D-1	0	17	1	-1	cipro	10mg/kg	on-time	none	preAbx	no
017-1D0	NA	17	1	0	cipro	10mg/kg	on-time	none	other	no
017-1D1	NA	17	1	1	cipro	10mg/kg	on-time	none	other	no
017-1D10	NA	17	1	10	cipro	10mg/kg	on-time	none	other	no
017-1D2	NA	17	1	2	cipro	10mg/kg	on-time	none	other	no
017-1D3	NA	17	1	3	cipro	10mg/kg	on-time	none	other	no
017-1D4	NA	17	1	4	cipro	10mg/kg	on-time	none	other	no
017-1D5	NA	17	1	5	cipro	10mg/kg	on-time	none	other	no
017-1D6	NA	17	1	6	cipro	10mg/kg	on-time	none	other	no
017-1D7	NA	17	1	7	cipro	10mg/kg	on-time	none	other	no
017-1D8	NA	17	1	8	cipro	10mg/kg	on-time	none	other	no
017-1D9	NA	17	1	9	cipro	10mg/kg	on-time	none	other	no
017-2D-1	0	17	2	-1	cipro	10mg/kg	on-time	none	preAbx	no
017-2D0	NA	17	2	0	cipro	10mg/kg	on-time	none	other	no
017-2D1	NA	17	2	1	cipro	10mg/kg	on-time	none	other	no
017-2D10	NA	17	2	10	cipro	10mg/kg	on-time	none	other	no
017-2D2	NA	17	2	2	cipro	10mg/kg	on-time	none	other	no
017-2D3	NA	17	2	3	cipro	10mg/kg	on-time	none	other	no
017-2D4	NA	17	2	4	cipro	10mg/kg	on-time	none	other	no
017-2D5	NA	17	2	5	cipro	10mg/kg	on-time	none	other	no
017-2D6	NA	17	2	6	cipro	10mg/kg	on-time	none	other	no
017-2D7	NA	17	2	7	cipro	10mg/kg	on-time	none	other	no
017-2D8	NA	17	2	8	cipro	10mg/kg	on-time	none	other	no
017-2D9	NA	17	2	9	cipro	10mg/kg	on-time	none	other	no
097-2-D-1	0	97	2	-1	cipro	10mg/kg	on-time	630dE	preAbx	no
097-2-D0	NA	97	2	0	cipro	10mg/kg	on-time	630dE	other	no
097-2-D1	0	97	2	1	cipro	10mg/kg	on-time	630dE	other	no
097-2-D10	0	97	2	10	cipro	10mg/kg	on-time	630dE	other	no
097-2-D2	0	97	2	2	cipro	10mg/kg	on-time	630dE	other	no
097-2-D3	0	97	2	3	cipro	10mg/kg	on-time	630dE	other	no
097-2-D4	0	97	2	4	cipro	10mg/kg	on-time	630dE	other	no
097-2-D5	0	97	2	5	cipro	10mg/kg	on-time	630dE	other	no
097-2-D6	0	97	2	6	cipro	10mg/kg	on-time	630dE	other	no
097-2-D7	0	97	2	7	cipro	10mg/kg	on-time	630dE	other	no
097-2-D8	0	97	2	8	cipro	10mg/kg	on-time	630dE	other	no
097-2-D9	0	97	2	9	cipro	10mg/kg	on-time	630dE	other	no
097-3-D-1	0	97	3	-1	cipro	10mg/kg	on-time	630dE	preAbx	no
097-3-D0	NA	97	3	0	cipro	10mg/kg	on-time	630dE	other	no
097-3-D1	0	97	3	1	cipro	10mg/kg	on-time	630dE	other	no
097-3-D10	0	97	3	10	cipro	10mg/kg	on-time	630dE	other	no
097-3-D2	0	97	3	2	cipro	10mg/kg	on-time	630dE	other	no
097-3-D3	0	97	3	3	cipro	10mg/kg	on-time	630dE	other	no
097-3-D4	0	97	3	4	cipro	10mg/kg	on-time	630dE	other	no
097-3-D5	0	97	3	5	cipro	10mg/kg	on-time	630dE	other	no
097-3-D6	0	97	3	6	cipro	10mg/kg	on-time	630dE	other	no
097-3-D7	0	97	3	7	cipro	10mg/kg	on-time	630dE	other	no
097-3-D8	0	97	3	8	cipro	10mg/kg	on-time	630dE	other	no
097-3-D9	0	97	3	9	cipro	10mg/kg	on-time	630dE	other	no
004-1D-1	0	4	1	-1	clinda	10mg/kg	on-time	630dE	preAbx	no
004-1D0	NA	4	1	0	clinda	10mg/kg	on-time	630dE	other	no
004-1D1	60000000	4	1	1	clinda	10mg/kg	on-time	630dE	other	no
004-1D10	0	4	1	10	clinda	10mg/kg	on-time	630dE	other	no
004-1D2	5600000	4	1	2	clinda	10mg/kg	on-time	630dE	other	no
004-1D3	400000	4	1	3	clinda	10mg/kg	on-time	630dE	other	no
004-1D4	3000	4	1	4	clinda	10mg/kg	on-time	630dE	other	no
004-1D5	0	4	1	5	clinda	10mg/kg	on-time	630dE	other	no
004-1D6	100	4	1	6	clinda	10mg/kg	on-time	630dE	other	no
004-1D7	0	4	1	7	clinda	10mg/kg	on-time	630dE	other	no
004-1D8	0	4	1	8	clinda	10mg/kg	on-time	630dE	other	no
004-1D9	0	4	1	9	clinda	10mg/kg	on-time	630dE	other	no
004-2D-1	0	4	2	-1	clinda	10mg/kg	on-time	630dE	preAbx	no
004-2D0	NA	4	2	0	clinda	10mg/kg	on-time	630dE	other	no
004-2D1	7300000	4	2	1	clinda	10mg/kg	on-time	630dE	other	no
004-2D10	0	4	2	10	clinda	10mg/kg	on-time	630dE	other	no
004-2D2	10200000	4	2	2	clinda	10mg/kg	on-time	630dE	other	no
004-2D3	11500000	4	2	3	clinda	10mg/kg	on-time	630dE	other	no
004-2D4	0	4	2	4	clinda	10mg/kg	on-time	630dE	other	no
004-2D5	0	4	2	5	clinda	10mg/kg	on-time	630dE	other	no
004-2D6	100	4	2	6	clinda	10mg/kg	on-time	630dE	other	no
004-2D7	0	4	2	7	clinda	10mg/kg	on-time	630dE	other	no
004-2D8	0	4	2	8	clinda	10mg/kg	on-time	630dE	other	no
004-2D9	0	4	2	9	clinda	10mg/kg	on-time	630dE	other	no
004-359D-1	0	4	359	-1	clinda	10mg/kg	on-time	630dE	preAbx	no
004-359D0	NA	4	359	0	clinda	10mg/kg	on-time	630dE	other	no
004-359D1	23300000	4	359	1	clinda	10mg/kg	on-time	630dE	other	no
004-359D10	0	4	359	10	clinda	10mg/kg	on-time	630dE	other	no
004-359D2	7500000	4	359	2	clinda	10mg/kg	on-time	630dE	other	no
004-359D3	770000	4	359	3	clinda	10mg/kg	on-time	630dE	other	no
004-359D4	18000	4	359	4	clinda	10mg/kg	on-time	630dE	other	no
004-359D5	3600	4	359	5	clinda	10mg/kg	on-time	630dE	other	no
004-359D6	0	4	359	6	clinda	10mg/kg	on-time	630dE	other	no
004-359D7	0	4	359	7	clinda	10mg/kg	on-time	630dE	other	no
004-359D8	0	4	359	8	clinda	10mg/kg	on-time	630dE	other	no
004-359D9	0	4	359	9	clinda	10mg/kg	on-time	630dE	other	no
004-4D-1	0	4	4	-1	clinda	10mg/kg	on-time	630dE	preAbx	no
004-4D0	NA	4	4	0	clinda	10mg/kg	on-time	630dE	other	no
004-4D1	110000	4	4	1	clinda	10mg/kg	on-time	630dE	other	no
004-4D10	0	4	4	10	clinda	10mg/kg	on-time	630dE	other	no
004-4D2	12800000	4	4	2	clinda	10mg/kg	on-time	630dE	other	no
004-4D3	1260000	4	4	3	clinda	10mg/kg	on-time	630dE	other	no
004-4D4	58000	4	4	4	clinda	10mg/kg	on-time	630dE	other	no
004-4D5	0	4	4	5	clinda	10mg/kg	on-time	630dE	other	no
004-4D6	0	4	4	6	clinda	10mg/kg	on-time	630dE	other	no
004-4D7	0	4	4	7	clinda	10mg/kg	on-time	630dE	other	no
004-4D8	0	4	4	8	clinda	10mg/kg	on-time	630dE	other	no
004-4D9	0	4	4	9	clinda	10mg/kg	on-time	630dE	other	no
005-1D-1	0	5	1	-1	clinda	10mg/kg	on-time	none	preAbx	no
005-1D0	NA	5	1	0	clinda	10mg/kg	on-time	none	other	no
005-1D1	NA	5	1	1	clinda	10mg/kg	on-time	none	other	no
005-1D10	NA	5	1	10	clinda	10mg/kg	on-time	none	other	no
005-1D2	NA	5	1	2	clinda	10mg/kg	on-time	none	other	no
005-1D4	NA	5	1	4	clinda	10mg/kg	on-time	none	other	no
005-1D5	NA	5	1	5	clinda	10mg/kg	on-time	none	other	no
005-1D6	NA	5	1	6	clinda	10mg/kg	on-time	none	other	no
005-1D7	NA	5	1	7	clinda	10mg/kg	on-time	none	other	no
005-1D8	NA	5	1	8	clinda	10mg/kg	on-time	none	other	no
005-1D9	NA	5	1	9	clinda	10mg/kg	on-time	none	other	no
005-361D-1	0	5	361	-1	clinda	10mg/kg	on-time	none	preAbx	no
005-361D0	NA	5	361	0	clinda	10mg/kg	on-time	none	other	no
005-361D1	NA	5	361	1	clinda	10mg/kg	on-time	none	other	no
005-361D10	NA	5	361	10	clinda	10mg/kg	on-time	none	other	no
005-361D2	NA	5	361	2	clinda	10mg/kg	on-time	none	other	no
005-361D3	NA	5	361	3	clinda	10mg/kg	on-time	none	other	no
005-361D4	NA	5	361	4	clinda	10mg/kg	on-time	none	other	no
005-361D5	NA	5	361	5	clinda	10mg/kg	on-time	none	other	no
005-361D6	NA	5	361	6	clinda	10mg/kg	on-time	none	other	no
005-361D7	NA	5	361	7	clinda	10mg/kg	on-time	none	other	no
005-361D8	NA	5	361	8	clinda	10mg/kg	on-time	none	other	no
005-361D9	NA	5	361	9	clinda	10mg/kg	on-time	none	other	no
052-1-D-1	0	52	1	-1	clinda	10mg/kg	on-time	630dE	preAbx	no
052-1-D0	NA	52	1	0	clinda	10mg/kg	on-time	630dE	other	no
052-1-D1	57000000	52	1	1	clinda	10mg/kg	on-time	630dE	other	no
052-1-D10	0	52	1	10	clinda	10mg/kg	on-time	630dE	other	no
052-1-D2	43000000	52	1	2	clinda	10mg/kg	on-time	630dE	other	no
052-1-D3	32000000	52	1	3	clinda	10mg/kg	on-time	630dE	other	no
052-1-D4	2100000	52	1	4	clinda	10mg/kg	on-time	630dE	other	no
052-1-D5	8600	52	1	5	clinda	10mg/kg	on-time	630dE	other	no
052-1-D6	52000	52	1	6	clinda	10mg/kg	on-time	630dE	other	no
052-1-D7	2200	52	1	7	clinda	10mg/kg	on-time	630dE	other	no
052-1-D8	5000	52	1	8	clinda	10mg/kg	on-time	630dE	other	no
052-1-D9	100	52	1	9	clinda	10mg/kg	on-time	630dE	other	no
052-2-D-1	0	52	2	-1	clinda	10mg/kg	on-time	630dE	preAbx	no
052-2-D0	NA	52	2	0	clinda	10mg/kg	on-time	630dE	other	no
052-2-D1	38000000	52	2	1	clinda	10mg/kg	on-time	630dE	other	no
052-2-D10	0	52	2	10	clinda	10mg/kg	on-time	630dE	other	no
052-2-D2	2100000	52	2	2	clinda	10mg/kg	on-time	630dE	other	no
052-2-D3	11700000	52	2	3	clinda	10mg/kg	on-time	630dE	other	no
052-2-D4	400000	52	2	4	clinda	10mg/kg	on-time	630dE	other	no
052-2-D5	3000	52	2	5	clinda	10mg/kg	on-time	630dE	other	no
052-2-D6	700	52	2	6	clinda	10mg/kg	on-time	630dE	other	no
052-2-D7	0	52	2	7	clinda	10mg/kg	on-time	630dE	other	no
052-2-D8	0	52	2	8	clinda	10mg/kg	on-time	630dE	other	no
052-2-D9	100	52	2	9	clinda	10mg/kg	on-time	630dE	other	no
052-3-D-1	0	52	3	-1	clinda	10mg/kg	on-time	630dE	preAbx	no
052-3-D0	NA	52	3	0	clinda	10mg/kg	on-time	630dE	other	no
052-3-D1	21000000	52	3	1	clinda	10mg/kg	on-time	630dE	other	no
052-3-D10	0	52	3	10	clinda	10mg/kg	on-time	630dE	other	no
052-3-D2	18000000	52	3	2	clinda	10mg/kg	on-time	630dE	other	no
052-3-D3	13500000	52	3	3	clinda	10mg/kg	on-time	630dE	other	no
052-3-D4	6200000	52	3	4	clinda	10mg/kg	on-time	630dE	other	no
052-3-D5	2800	52	3	5	clinda	10mg/kg	on-time	630dE	other	no
052-3-D6	1300	52	3	6	clinda	10mg/kg	on-time	630dE	other	no
052-3-D7	400	52	3	7	clinda	10mg/kg	on-time	630dE	other	no
052-3-D8	0	52	3	8	clinda	10mg/kg	on-time	630dE	other	no
052-3-D9	0	52	3	9	clinda	10mg/kg	on-time	630dE	other	no
052-4-D0	NA	52	4	0	clinda	10mg/kg	on-time	630dE	other	no
052-4-D1	86000000	52	4	1	clinda	10mg/kg	on-time	630dE	other	no
052-4-D10	0	52	4	10	clinda	10mg/kg	on-time	630dE	other	no
052-4-D2	9100000	52	4	2	clinda	10mg/kg	on-time	630dE	other	no
052-4-D3	10100000	52	4	3	clinda	10mg/kg	on-time	630dE	other	no
052-4-D4	1600000	52	4	4	clinda	10mg/kg	on-time	630dE	other	no
052-4-D5	3600	52	4	5	clinda	10mg/kg	on-time	630dE	other	no
052-4-D6	100	52	4	6	clinda	10mg/kg	on-time	630dE	other	no
052-4-D7	200	52	4	7	clinda	10mg/kg	on-time	630dE	other	no
052-4-D8	200	52	4	8	clinda	10mg/kg	on-time	630dE	other	no
052-4-D9	0	52	4	9	clinda	10mg/kg	on-time	630dE	other	no
053-1-D-1	0	53	1	-1	clinda	10mg/kg	on-time	none	preAbx	no
053-1-D0	NA	53	1	0	clinda	10mg/kg	on-time	none	other	no
053-1-D1	NA	53	1	1	clinda	10mg/kg	on-time	none	other	no
053-1-D10	NA	53	1	10	clinda	10mg/kg	on-time	none	other	no
053-1-D2	NA	53	1	2	clinda	10mg/kg	on-time	none	other	no
053-1-D3	NA	53	1	3	clinda	10mg/kg	on-time	none	other	no
053-1-D4	NA	53	1	4	clinda	10mg/kg	on-time	none	other	no
053-1-D5	NA	53	1	5	clinda	10mg/kg	on-time	none	other	no
053-1-D6	NA	53	1	6	clinda	10mg/kg	on-time	none	other	no
053-1-D7	NA	53	1	7	clinda	10mg/kg	on-time	none	other	no
053-1-D8	NA	53	1	8	clinda	10mg/kg	on-time	none	other	no
053-1-D9	NA	53	1	9	clinda	10mg/kg	on-time	none	other	no
053-2-D-1	0	53	2	-1	clinda	10mg/kg	on-time	none	preAbx	no
053-2-D0	NA	53	2	0	clinda	10mg/kg	on-time	none	other	no
053-2-D1	NA	53	2	1	clinda	10mg/kg	on-time	none	other	no
053-2-D10	NA	53	2	10	clinda	10mg/kg	on-time	none	other	no
053-2-D2	NA	53	2	2	clinda	10mg/kg	on-time	none	other	no
053-2-D3	NA	53	2	3	clinda	10mg/kg	on-time	none	other	no
053-2-D4	NA	53	2	4	clinda	10mg/kg	on-time	none	other	no
053-2-D5	NA	53	2	5	clinda	10mg/kg	on-time	none	other	no
053-2-D6	NA	53	2	6	clinda	10mg/kg	on-time	none	other	no
053-2-D7	NA	53	2	7	clinda	10mg/kg	on-time	none	other	no
053-2-D8	NA	53	2	8	clinda	10mg/kg	on-time	none	other	no
053-2-D9	NA	53	2	9	clinda	10mg/kg	on-time	none	other	no
053-3-D-1	0	53	3	-1	clinda	10mg/kg	on-time	none	preAbx	no
053-3-D0	NA	53	3	0	clinda	10mg/kg	on-time	none	other	no
053-3-D1	NA	53	3	1	clinda	10mg/kg	on-time	none	other	no
053-3-D10	NA	53	3	10	clinda	10mg/kg	on-time	none	other	no
053-3-D2	NA	53	3	2	clinda	10mg/kg	on-time	none	other	no
053-3-D3	NA	53	3	3	clinda	10mg/kg	on-time	none	other	no
053-3-D4	NA	53	3	4	clinda	10mg/kg	on-time	none	other	no
053-3-D5	NA	53	3	5	clinda	10mg/kg	on-time	none	other	no
053-3-D6	NA	53	3	6	clinda	10mg/kg	on-time	none	other	no
053-3-D7	NA	53	3	7	clinda	10mg/kg	on-time	none	other	no
053-3-D8	NA	53	3	8	clinda	10mg/kg	on-time	none	other	no
053-3-D9	NA	53	3	9	clinda	10mg/kg	on-time	none	other	no
098-1-D-1	0	98	1	-1	clinda	10mg/kg	on-time	630dE	preAbx	no
098-1-D0	NA	98	1	0	clinda	10mg/kg	on-time	630dE	other	no
098-1-D1	30700000	98	1	1	clinda	10mg/kg	on-time	630dE	other	no
098-1-D10	0	98	1	10	clinda	10mg/kg	on-time	630dE	other	no
098-1-D2	3000000	98	1	2	clinda	10mg/kg	on-time	630dE	other	no
098-1-D3	1600000	98	1	3	clinda	10mg/kg	on-time	630dE	other	no
098-1-D4	330000	98	1	4	clinda	10mg/kg	on-time	630dE	other	no
098-1-D5	11000	98	1	5	clinda	10mg/kg	on-time	630dE	other	no
098-1-D6	0	98	1	6	clinda	10mg/kg	on-time	630dE	other	no
098-1-D7	0	98	1	7	clinda	10mg/kg	on-time	630dE	other	no
098-1-D8	0	98	1	8	clinda	10mg/kg	on-time	630dE	other	no
098-1-D9	0	98	1	9	clinda	10mg/kg	on-time	630dE	other	no
098-2-D-1	0	98	2	-1	clinda	10mg/kg	on-time	630dE	preAbx	no
098-2-D0	NA	98	2	0	clinda	10mg/kg	on-time	630dE	other	no
098-2-D1	34100000	98	2	1	clinda	10mg/kg	on-time	630dE	other	no
098-2-D10	0	98	2	10	clinda	10mg/kg	on-time	630dE	other	no
098-2-D2	11000000	98	2	2	clinda	10mg/kg	on-time	630dE	other	no
098-2-D3	1400000	98	2	3	clinda	10mg/kg	on-time	630dE	other	no
098-2-D4	150000	98	2	4	clinda	10mg/kg	on-time	630dE	other	no
098-2-D5	920000	98	2	5	clinda	10mg/kg	on-time	630dE	other	no
098-2-D6	197000	98	2	6	clinda	10mg/kg	on-time	630dE	other	no
098-2-D7	0	98	2	7	clinda	10mg/kg	on-time	630dE	other	no
098-2-D8	0	98	2	8	clinda	10mg/kg	on-time	630dE	other	no
098-2-D9	0	98	2	9	clinda	10mg/kg	on-time	630dE	other	no
098-3-D-1	0	98	3	-1	clinda	10mg/kg	on-time	630dE	preAbx	no
098-3-D0	NA	98	3	0	clinda	10mg/kg	on-time	630dE	other	no
098-3-D1	0	98	3	1	clinda	10mg/kg	on-time	630dE	other	no
098-3-D10	0	98	3	10	clinda	10mg/kg	on-time	630dE	other	no
098-3-D2	720000	98	3	2	clinda	10mg/kg	on-time	630dE	other	no
098-3-D3	480000	98	3	3	clinda	10mg/kg	on-time	630dE	other	no
098-3-D4	NA	98	3	4	clinda	10mg/kg	on-time	630dE	other	no
098-3-D5	1000	98	3	5	clinda	10mg/kg	on-time	630dE	other	no
098-3-D6	0	98	3	6	clinda	10mg/kg	on-time	630dE	other	no
098-3-D7	0	98	3	7	clinda	10mg/kg	on-time	630dE	other	no
098-3-D8	0	98	3	8	clinda	10mg/kg	on-time	630dE	other	no
098-3-D9	0	98	3	9	clinda	10mg/kg	on-time	630dE	other	no
040-1D-1	NA	40	1	-1	metro	1	on-time	630dE	other	no
040-1D-6	0	40	1	-6	metro	1	on-time	630dE	preAbx	no
040-1D0	NA	40	1	0	metro	1	on-time	630dE	other	no
040-1D1	116000000	40	1	1	metro	1	on-time	630dE	other	no
040-1D10	1960000	40	1	10	metro	1	on-time	630dE	other	no
040-1D2	33000000	40	1	2	metro	1	on-time	630dE	other	no
040-1D3	63000000	40	1	3	metro	1	on-time	630dE	other	no
040-1D4	63000000	40	1	4	metro	1	on-time	630dE	other	no
040-1D5	37000000	40	1	5	metro	1	on-time	630dE	other	no
040-1D6	7200000	40	1	6	metro	1	on-time	630dE	other	no
040-1D7	2100000	40	1	7	metro	1	on-time	630dE	other	no
040-1D8	5100000	40	1	8	metro	1	on-time	630dE	other	no
040-1D9	7600000	40	1	9	metro	1	on-time	630dE	other	no
040-2D-1	NA	40	2	-1	metro	1	on-time	630dE	other	no
040-2D-6	0	40	2	-6	metro	1	on-time	630dE	preAbx	no
040-2D0	NA	40	2	0	metro	1	on-time	630dE	other	no
040-2D1	121000000	40	2	1	metro	1	on-time	630dE	other	no
040-2D10	2010000	40	2	10	metro	1	on-time	630dE	other	no
040-2D2	56000000	40	2	2	metro	1	on-time	630dE	other	no
040-2D3	96000000	40	2	3	metro	1	on-time	630dE	other	no
040-2D4	64000000	40	2	4	metro	1	on-time	630dE	other	no
040-2D5	32000000	40	2	5	metro	1	on-time	630dE	other	no
040-2D6	6700000	40	2	6	metro	1	on-time	630dE	other	no
040-2D7	2300000	40	2	7	metro	1	on-time	630dE	other	no
040-2D8	3550000	40	2	8	metro	1	on-time	630dE	other	no
040-2D9	3100000	40	2	9	metro	1	on-time	630dE	other	no
040-3D-1	NA	40	3	-1	metro	1	on-time	630dE	other	no
040-3D-6	0	40	3	-6	metro	1	on-time	630dE	preAbx	no
040-3D0	NA	40	3	0	metro	1	on-time	630dE	other	no
040-3D1	134000000	40	3	1	metro	1	on-time	630dE	other	no
040-3D10	3190000	40	3	10	metro	1	on-time	630dE	other	no
040-3D2	44000000	40	3	2	metro	1	on-time	630dE	other	no
040-3D3	94000000	40	3	3	metro	1	on-time	630dE	other	no
040-3D4	39000000	40	3	4	metro	1	on-time	630dE	other	no
040-3D5	50000000	40	3	5	metro	1	on-time	630dE	other	no
040-3D6	12700000	40	3	6	metro	1	on-time	630dE	other	no
040-3D7	6300000	40	3	7	metro	1	on-time	630dE	other	no
040-3D8	8050000	40	3	8	metro	1	on-time	630dE	other	no
040-3D9	8800000	40	3	9	metro	1	on-time	630dE	other	no
040-4D-1	NA	40	4	-1	metro	1	on-time	630dE	other	no
040-4D-6	0	40	4	-6	metro	1	on-time	630dE	preAbx	no
040-4D0	NA	40	4	0	metro	1	on-time	630dE	other	no
040-4D1	93000000	40	4	1	metro	1	on-time	630dE	other	no
040-4D10	3820000	40	4	10	metro	1	on-time	630dE	other	no
040-4D3	58000000	40	4	3	metro	1	on-time	630dE	other	no
040-4D4	97000000	40	4	4	metro	1	on-time	630dE	other	no
040-4D5	9000000	40	4	5	metro	1	on-time	630dE	other	no
040-4D6	8300000	40	4	6	metro	1	on-time	630dE	other	no
040-4D7	3200000	40	4	7	metro	1	on-time	630dE	other	no
040-4D8	7060000	40	4	8	metro	1	on-time	630dE	other	no
040-4D9	6400000	40	4	9	metro	1	on-time	630dE	other	no
041-1D-1	NA	41	1	-1	metro	1	on-time	none	other	no
041-1D-6	0	41	1	-6	metro	1	on-time	none	preAbx	no
041-1D0	NA	41	1	0	metro	1	on-time	none	other	no
041-1D1	NA	41	1	1	metro	1	on-time	none	other	no
041-1D10	NA	41	1	10	metro	1	on-time	none	other	no
041-1D2	NA	41	1	2	metro	1	on-time	none	other	no
041-1D3	NA	41	1	3	metro	1	on-time	none	other	no
041-1D4	NA	41	1	4	metro	1	on-time	none	other	no
041-1D5	NA	41	1	5	metro	1	on-time	none	other	no
041-1D6	NA	41	1	6	metro	1	on-time	none	other	no
041-1D7	NA	41	1	7	metro	1	on-time	none	other	no
041-1D8	NA	41	1	8	metro	1	on-time	none	other	no
041-1D9	NA	41	1	9	metro	1	on-time	none	other	no
041-3D-1	NA	41	3	-1	metro	1	on-time	none	other	no
041-3D-6	0	41	3	-6	metro	1	on-time	none	preAbx	no
041-3D0	NA	41	3	0	metro	1	on-time	none	other	no
041-3D1	NA	41	3	1	metro	1	on-time	none	other	no
041-3D10	NA	41	3	10	metro	1	on-time	none	other	no
041-3D2	NA	41	3	2	metro	1	on-time	none	other	no
041-3D3	NA	41	3	3	metro	1	on-time	none	other	no
041-3D4	NA	41	3	4	metro	1	on-time	none	other	no
041-3D5	NA	41	3	5	metro	1	on-time	none	other	no
041-3D6	NA	41	3	6	metro	1	on-time	none	other	no
041-3D7	NA	41	3	7	metro	1	on-time	none	other	no
041-3D8	NA	41	3	8	metro	1	on-time	none	other	no
041-3D9	NA	41	3	9	metro	1	on-time	none	other	no
102-1-D-2	NA	102	1	-2	metro	1	delayed	630dE	other	recovD4
102-1-D-3	NA	102	1	-3	metro	1	delayed	630dE	other	recovD3
102-1-D-4	NA	102	1	-4	metro	1	delayed	630dE	other	recovD2
102-1-D-5	NA	102	1	-5	metro	1	delayed	630dE	other	recovD1
102-1-D0	NA	102	1	0	metro	1	delayed	630dE	other	no
102-1-D1	1900	102	1	1	metro	1	delayed	630dE	other	no
102-1-D10	0	102	1	10	metro	1	delayed	630dE	other	no
102-1-D2	0	102	1	2	metro	1	delayed	630dE	other	no
102-1-D3	0	102	1	3	metro	1	delayed	630dE	other	no
102-1-D4	0	102	1	4	metro	1	delayed	630dE	other	no
102-1-D5	0	102	1	5	metro	1	delayed	630dE	other	no
102-1-D6	0	102	1	6	metro	1	delayed	630dE	other	no
102-1-D7	0	102	1	7	metro	1	delayed	630dE	other	no
102-1-D8	0	102	1	8	metro	1	delayed	630dE	other	no
102-1-D9	0	102	1	9	metro	1	delayed	630dE	other	no
102-2-D-1	NA	102	2	-1	metro	1	delayed	630dE	other	recovD5
102-2-D-11	0	102	2	-11	metro	1	delayed	630dE	preAbx	no
102-2-D-2	NA	102	2	-2	metro	1	delayed	630dE	other	recovD4
102-2-D-3	NA	102	2	-3	metro	1	delayed	630dE	other	recovD3
102-2-D-4	NA	102	2	-4	metro	1	delayed	630dE	other	recovD2
102-2-D-5	NA	102	2	-5	metro	1	delayed	630dE	other	recovD1
102-2-D0	NA	102	2	0	metro	1	delayed	630dE	other	no
102-2-D1	0	102	2	1	metro	1	delayed	630dE	other	no
102-2-D10	0	102	2	10	metro	1	delayed	630dE	other	no
102-2-D2	0	102	2	2	metro	1	delayed	630dE	other	no
102-2-D3	0	102	2	3	metro	1	delayed	630dE	other	no
102-2-D4	0	102	2	4	metro	1	delayed	630dE	other	no
102-2-D5	0	102	2	5	metro	1	delayed	630dE	other	no
102-2-D6	0	102	2	6	metro	1	delayed	630dE	other	no
102-2-D7	0	102	2	7	metro	1	delayed	630dE	other	no
102-2-D8	0	102	2	8	metro	1	delayed	630dE	other	no
102-2-D9	0	102	2	9	metro	1	delayed	630dE	other	no
102-3-D-1	NA	102	3	-1	metro	1	delayed	630dE	other	recovD5
102-3-D-11	0	102	3	-11	metro	1	delayed	630dE	preAbx	no
102-3-D-2	NA	102	3	-2	metro	1	delayed	630dE	other	recovD4
102-3-D-3	NA	102	3	-3	metro	1	delayed	630dE	other	recovD3
102-3-D-4	NA	102	3	-4	metro	1	delayed	630dE	other	recovD2
102-3-D-5	NA	102	3	-5	metro	1	delayed	630dE	other	recovD1
102-3-D0	NA	102	3	0	metro	1	delayed	630dE	other	no
102-3-D1	0	102	3	1	metro	1	delayed	630dE	other	no
102-3-D10	0	102	3	10	metro	1	delayed	630dE	other	no
102-3-D2	0	102	3	2	metro	1	delayed	630dE	other	no
102-3-D3	0	102	3	3	metro	1	delayed	630dE	other	no
102-3-D4	0	102	3	4	metro	1	delayed	630dE	other	no
102-3-D5	0	102	3	5	metro	1	delayed	630dE	other	no
102-3-D6	0	102	3	6	metro	1	delayed	630dE	other	no
102-3-D7	0	102	3	7	metro	1	delayed	630dE	other	no
102-3-D8	0	102	3	8	metro	1	delayed	630dE	other	no
102-3-D9	0	102	3	9	metro	1	delayed	630dE	other	no
102-4-D-1	NA	102	4	-1	metro	1	delayed	630dE	other	recovD5
102-4-D-11	0	102	4	-11	metro	1	delayed	630dE	preAbx	no
102-4-D-2	NA	102	4	-2	metro	1	delayed	630dE	other	recovD4
102-4-D-3	NA	102	4	-3	metro	1	delayed	630dE	other	recovD3
102-4-D-4	NA	102	4	-4	metro	1	delayed	630dE	other	recovD2
102-4-D-5	NA	102	4	-5	metro	1	delayed	630dE	other	recovD1
102-4-D0	NA	102	4	0	metro	1	delayed	630dE	other	no
102-4-D1	300	102	4	1	metro	1	delayed	630dE	other	no
102-4-D10	0	102	4	10	metro	1	delayed	630dE	other	no
102-4-D2	0	102	4	2	metro	1	delayed	630dE	other	no
